"inventory_type_id","inventory_type_description","min_order_qty","price_per_unit","inventory_sub_type","discount","min_variance","max_variance","auto_renewal_flag","erp_inventory_id","pickup_location_id","umo_value","category","face_value","min_variance_disc","max_variance_disc","tax_plan","dealer_discount","return_policy","due_date","ziada_points","esd_signature","batch_size","prefix","serial_counter","pallet_size","available","w_period","prod_family","price_group","work_category","equip_type","used_stock","sim_card","item_type","vendor_id","type_id","damage_code","service_code","v_item_type","used_item_code","w_avg_ucost","calc_wac","quantity","add_date","prevwavg_ucost","mod_date","v_item_code","v_item_no","available_date","expiry_date","consigment_po","status","DEPOSIT_PRICE","ADD_BY","MOD_BY","national_material_code","wg_material_code","SUB_CATEGORY","weight","return_flag","color","size","is_bundle","parent_id","send_to_bi","remarks"
573.0,"1.2 GB",1.0,,L,0.0,0.0,0.0,N,"467",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-19 15:04:17.000,,,,,2022-12-19 00:00:00.000,2122-12-19 00:00:00.000,,,,qretailerb,,,,,,,,,,,,
574.0,"150 MB",1.0,,L,0.0,0.0,0.0,N,"631",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-20 06:35:41.000,,,,,2022-12-20 00:00:00.000,2122-12-20 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
575.0,"400 MB",1.0,,L,0.0,0.0,0.0,N,"632",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-20 07:04:53.000,,,,,2022-12-20 00:00:00.000,2122-12-20 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
576.0,"35 GB",1.0,,L,0.0,0.0,0.0,N,"571",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-11 10:16:14.000,,,,,2023-01-11 00:00:00.000,2123-01-11 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
577.0,"1 GB",1.0,,L,0.0,0.0,0.0,N,"633",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-12 09:53:13.000,,,,,2023-01-12 00:00:00.000,2123-01-12 00:00:00.000,,,,qsales,,,,,,,,,,,,
578.0,"185 Mins + 50MB",1.0,,L,0.0,0.0,0.0,N,"492",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-16 15:06:22.000,,,,,2023-01-16 00:00:00.000,2123-01-16 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
579.0,Sim x,1.0,25.0,P,2.0,0.0,0.0,Y,SIMX,,,sim,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-26 14:44:00.000,,,,,2023-01-26 00:00:00.000,2099-12-31 00:00:00.000,,,,aadmin,,,,Non Voucher Product,,N,Green,"",,,,
580.0,fhgjh,1.0,56.0,P,39.0,0.0,0.0,N,HVJBN,,,accessories,,,,196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-01 12:58:08.000,,,,,2023-02-01 00:00:00.000,2099-12-31 00:00:00.000,,,,aadmin,,,,Non Voucher Product,,Y,fhgj,"",,,,
581.0,"100 GB",1.0,,L,0.0,0.0,0.0,N,"572",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-02 10:51:34.000,,,,,2023-02-02 00:00:00.000,2123-02-02 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
582.0,Safaricom Ethiopia Golden Number,1.0,0.0,P,0.0,,,N,ETQ00003,,,special numbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-29 15:59:08.000,,,,,2025-01-29 15:59:08.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
583.0,Safaricom Ethiopia Platinum Number,1.0,0.0,P,0.0,,,N,ETQ00002,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-29 15:59:08.000,,,,,2025-01-29 15:59:08.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
584.0,Safaricom Ethiopia Onyx Number,1.0,0.0,P,0.0,,,N,ETQ00001,,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-29 15:59:08.000,,,,,2025-01-29 15:59:08.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
585.0,"100 GB",1.0,,L,0.0,0.0,0.0,N,"499",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-08 12:05:19.000,,,,,2023-03-08 00:00:00.000,2123-03-08 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
586.0,"1500 SMS",1.0,,L,0.0,0.0,0.0,N,"442",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-13 16:53:06.000,,,,,2023-03-13 00:00:00.000,2123-03-13 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
587.0,"200 MB",1.0,,L,0.0,0.0,0.0,N,"740",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21 14:44:31.000,,,,,2023-03-21 00:00:00.000,2123-03-21 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
588.0,"15GB",1.0,,L,0.0,0.0,0.0,N,"437",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22 11:36:00.000,,,,,2023-03-22 00:00:00.000,2123-03-22 00:00:00.000,,,,qsales,,,,,,,,,,,,
589.0,"35 GB 4G WiFi",1.0,,L,0.0,0.0,0.0,N,"418",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-24 21:52:58.000,,,,,2023-04-24 00:00:00.000,2123-04-24 00:00:00.000,,,,atadesse,,,,,,,,,,,,
590.0,M-PESA_Besh Airtime,1.0,,L,0.0,0.0,0.0,N,"804",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10 09:29:04.000,,,,,2023-05-10 00:00:00.000,2123-05-10 00:00:00.000,,,,susers,,,,,,,,,,,,
591.0,Hourly Unlimited Data + Onnet Minutes,1.0,,L,0.0,0.0,0.0,N,"799",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-10 09:34:19.000,,,,,2023-05-10 00:00:00.000,2123-05-10 00:00:00.000,,,,susers,,,,,,,,,,,,
592.0,"1000 Mins + 200MB",1.0,,L,0.0,0.0,0.0,N,"431",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-14 09:54:54.000,,,,,2023-05-14 00:00:00.000,2123-05-14 00:00:00.000,,,,qsales,,,,,,,,,,,,
593.0,"4.8 GB",1.0,,L,0.0,0.0,0.0,N,"469",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-19 14:59:15.000,,,,,2023-05-19 00:00:00.000,2123-05-19 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
594.0,"20GB 4G Business Internet Welcome Offer",1.0,,L,0.0,0.0,0.0,N,"801",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23 11:57:57.000,,,,,2023-05-23 00:00:00.000,2123-05-23 00:00:00.000,,,,pagure1,,,,,,,,,,,,
595.0,"200GB",1.0,,L,0.0,0.0,0.0,N,"593",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23 12:05:22.000,,,,,2023-05-23 00:00:00.000,2123-05-23 00:00:00.000,,,,atadesse,,,,,,,,,,,,
596.0,"40 SMS",1.0,,L,0.0,0.0,0.0,N,"850",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23 16:09:14.000,,,,,2023-05-23 00:00:00.000,2123-05-23 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
597.0,pravallika user,1.0,200.0,L,0.0,,,N,USER,,,discounts,,,,136.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2023-05-24 20:07:18.000,,2025-09-15 18:19:13.000,,,2023-05-24 00:00:00.000,2099-12-31 00:00:00.000,,,,aadmin,,,,NON VOUCHER PRODUCT,,Y,"","","",,,
598.0,"2000 mins +Free 1000mins",1.0,,L,0.0,0.0,0.0,N,"466",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-25 17:11:06.000,,,,,2023-05-25 00:00:00.000,2123-05-25 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
599.0,"500GB",1.0,,L,0.0,0.0,0.0,N,"594",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26 08:52:12.000,,,,,2023-05-26 00:00:00.000,2123-05-26 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
600.0,"2.4 GB",1.0,,L,0.0,0.0,0.0,N,"468",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-26 08:52:25.000,,,,,2023-05-26 00:00:00.000,2123-05-26 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
601.0,"10 SMS",1.0,,L,0.0,0.0,0.0,N,"849",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-30 14:09:16.000,,,,,2023-05-30 00:00:00.000,2123-05-30 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
602.0,"60 SMS",1.0,,L,0.0,0.0,0.0,N,"851",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-30 14:13:32.000,,,,,2023-05-30 00:00:00.000,2123-05-30 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
603.0,"130 SMS",1.0,,L,0.0,0.0,0.0,N,"852",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-30 14:26:50.000,,,,,2023-05-30 00:00:00.000,2123-05-30 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
604.0,"200 SMS",1.0,,L,0.0,0.0,0.0,N,"853",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-30 14:33:47.000,,,,,2023-05-30 00:00:00.000,2123-05-30 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
605.0,"1500 SMS",1.0,,L,0.0,0.0,0.0,N,"855",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-01 10:53:45.000,,,,,2023-06-01 00:00:00.000,2123-06-01 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
606.0,"800 SMS",1.0,,L,0.0,0.0,0.0,N,"854",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-01 21:56:38.000,,,,,2023-06-01 00:00:00.000,2123-06-01 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
607.0,"100 GB 4G Wi Fi",1.0,,L,0.0,0.0,0.0,N,"419",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-06 16:32:20.000,,,,,2023-06-06 00:00:00.000,2123-06-06 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
608.0,"500 GB",1.0,,L,0.0,0.0,0.0,N,"912",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07 09:14:42.000,,,,,2023-06-07 00:00:00.000,2123-06-07 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
609.0,"200 GB",1.0,,L,0.0,0.0,0.0,N,"911",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-07 14:16:36.000,,,,,2023-06-07 00:00:00.000,2123-06-07 00:00:00.000,,,,atadesse,,,,,,,,,,,,
610.0,testinventory,,150.0,L,0.0,,,Y,PAY00001,,,payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-11-03 16:20:51.000,,,,,2025-11-03 16:20:51.000,2099-12-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,N,,,,,,
611.0,"200 GB + 2000 All net + Unlimited Onnet Call & SMS",1.0,,L,0.0,0.0,0.0,N,"898",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-16 10:18:40.000,,,,,2023-06-16 00:00:00.000,2123-06-16 00:00:00.000,,,,atadesse,,,,,,,,,,,,
612.0,"600 GB + 5000 All net + Unlimited Onnet Call & SMS",1.0,,L,0.0,0.0,0.0,N,"900",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-16 10:20:06.000,,,,,2023-06-16 00:00:00.000,2123-06-16 00:00:00.000,,,,atadesse,,,,,,,,,,,,
613.0,"500 GB",1.0,,L,0.0,0.0,0.0,N,"899",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-16 10:26:12.000,,,,,2023-06-16 00:00:00.000,2123-06-16 00:00:00.000,,,,atadesse,,,,,,,,,,,,
614.0,BULKTEST_COMBO_PLAN_1,1.0,,L,0.0,0.0,0.0,N,"872",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-16 10:35:35.000,,,,,2023-06-16 00:00:00.000,2123-06-16 00:00:00.000,,,,atadesse,,,,,,,,,,,,
615.0,"130 Mins + 100 MB",1.0,,L,0.0,0.0,0.0,N,"835",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-16 10:38:25.000,,,,,2023-06-16 00:00:00.000,2123-06-16 00:00:00.000,,,,atadesse,,,,,,,,,,,,
616.0,"200 GB",1.0,,L,0.0,0.0,0.0,N,"897",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-16 15:24:42.000,,,,,2023-06-16 00:00:00.000,2123-06-16 00:00:00.000,,,,atadesse,,,,,,,,,,,,
617.0,"400 MB",1.0,,L,0.0,0.0,0.0,N,"889",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-19 09:11:13.000,,,,,2023-06-19 00:00:00.000,2123-06-19 00:00:00.000,,,,aahmed,,,,,,,,,,,,
618.0,"100 GB",1.0,,L,0.0,0.0,0.0,N,"917",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-19 09:24:04.000,,,,,2023-06-19 00:00:00.000,2123-06-19 00:00:00.000,,,,atadesse,,,,,,,,,,,,
619.0,"12 GB",1.0,,L,0.0,0.0,0.0,N,"470",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-19 16:22:08.000,,,,,2023-06-19 00:00:00.000,2123-06-19 00:00:00.000,,,,aahmed,,,,,,,,,,,,
620.0,"100 GB",1.0,,L,0.0,0.0,0.0,N,"918",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-19 16:24:04.000,,,,,2023-06-19 00:00:00.000,2123-06-19 00:00:00.000,,,,atadesse,,,,,,,,,,,,
621.0,"20 Mins",1.0,,L,0.0,0.0,0.0,N,"831",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-19 16:25:26.000,,,,,2023-06-19 00:00:00.000,2123-06-19 00:00:00.000,,,,atadesse,,,,,,,,,,,,
622.0,"35 GB",1.0,,L,0.0,0.0,0.0,N,"472",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-20 09:21:29.000,,,,,2023-06-20 00:00:00.000,2123-06-20 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
623.0,"12 Mins",1.0,,L,0.0,0.0,0.0,N,"830",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-26 21:15:41.000,,,,,2023-06-26 00:00:00.000,2123-06-26 00:00:00.000,,,,pagure1,,,,,,,,,,,,
624.0,"15 GB data bundling",1.0,,L,0.0,0.0,0.0,N,"784987",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-28 14:20:21.000,,,,,2023-06-27 14:20:21.000,2123-06-27 14:20:21.000,,,,aadmin,,,,,,,,,,,,
625.0,"100 Mins + 75 MB ",1.0,,L,0.0,0.0,0.0,N,"834",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29 09:55:47.000,,,,,2023-06-29 00:00:00.000,2123-06-29 00:00:00.000,,,,atadesse,,,,,,,,,,,,
626.0,"400 Mins + 1 GB",1.0,,L,0.0,0.0,0.0,N,"838",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29 10:11:02.000,,,,,2023-06-29 00:00:00.000,2123-06-29 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
627.0,"200 Mins +500 MB",1.0,,L,0.0,0.0,0.0,N,"837",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29 10:14:53.000,,,,,2023-06-29 00:00:00.000,2123-06-29 00:00:00.000,,,,atadesse,,,,,,,,,,,,
628.0,"500 MB",1.0,,L,0.0,0.0,0.0,N,"767",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30 08:46:56.000,,,,,2023-06-30 00:00:00.000,2123-06-30 00:00:00.000,,,,atadesse,,,,,,,,,,,,
629.0,"75Mins + 200 MB+ 10SMS",1.0,,L,0.0,0.0,0.0,N,"758",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30 08:51:12.000,,,,,2023-06-30 00:00:00.000,2123-06-30 00:00:00.000,,,,atadesse,,,,,,,,,,,,
630.0,"70 Mins + 50 MB ",1.0,,L,0.0,0.0,0.0,N,"833",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30 09:49:35.000,,,,,2023-06-30 00:00:00.000,2123-06-30 00:00:00.000,,,,atadesse,,,,,,,,,,,,
631.0,"1.25 GB",1.0,,L,0.0,0.0,0.0,N,"890",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30 09:54:40.000,,,,,2023-06-30 00:00:00.000,2123-06-30 00:00:00.000,,,,atadesse,,,,,,,,,,,,
632.0,"100 GB",1.0,,L,0.0,0.0,0.0,N,"7890",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30 14:53:00.000,,,,,2023-06-29 14:53:00.000,2123-06-29 14:53:00.000,,,,aadmin,,,,,,,,,,,,
633.0,Samsung Galaxy 4-White,1.0,,L,0.0,0.0,0.0,N,"1356",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30 14:55:14.000,,,,,2023-06-29 14:55:14.000,2123-06-29 14:55:14.000,,,,aadmin,,,,,,,,,,,,
634.0,bundle,1.0,,L,0.0,0.0,0.0,N,"1123",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30 15:22:17.000,,,,,2023-06-29 15:22:17.000,2123-06-29 15:22:17.000,,,,aadmin,,,,,,,,,,,,
635.0,"300Mins + 1GB+ 10SMS",1.0,,L,0.0,0.0,0.0,N,"640",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-30 16:25:22.000,,,,,2023-06-30 00:00:00.000,2123-06-30 00:00:00.000,,,,atadesse,,,,,,,,,,,,
636.0,test,1.0,,L,0.0,0.0,0.0,N,"2321",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-05 16:10:38.000,,,,,2023-07-04 16:10:38.000,2123-07-04 16:10:38.000,,,,aadmin,,,,,,,,,,,,
637.0,"1000 Mins + 4 GB",1.0,,L,0.0,0.0,0.0,N,"839",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-05 22:13:22.000,,,,,2023-07-05 00:00:00.000,2123-07-05 00:00:00.000,,,,atadesse,,,,,,,,,,,,
638.0,Ethiopia Electronic Voucher 1000,,0.0,P,0.0,,,Y,ETD99999,,,device,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2023-07-07 14:30:06.000,,,,,2023-07-07 14:30:06.000,2100-01-31 12:00:00.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
639.0,"45 Mins + 50 MB",1.0,,L,0.0,0.0,0.0,N,"832",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-07-20 20:34:20.000,,,,,2023-07-20 00:00:00.000,2123-07-20 00:00:00.000,,,,atadesse,,,,,,,,,,,,
640.0,"15 GB",1.0,,L,0.0,0.0,0.0,N,"896",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-04 12:35:22.000,,,,,2023-08-04 00:00:00.000,2123-08-04 00:00:00.000,,,,atadesse,,,,,,,,,,,,
641.0,Test,1.0,200.0,P,10.0,,,Y,ETD000TEST,,,accessories,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-04 15:21:55.000,,2024-12-10 14:50:49.000,,,2023-10-04 00:00:00.000,2099-12-31 00:00:00.000,,,,aadmin,,,,NON VOUCHER PRODUCT,,Y,"","","",,,
642.0,"3 GB",1.0,,L,0.0,0.0,0.0,N,"893",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-11 20:29:49.000,,,,,2023-10-11 00:00:00.000,2123-10-11 00:00:00.000,,,,atadesse,,,,,,,,,,,,
643.0,Ethiopia FTTH Relocation Fee,1.0,100.0,L,0.0,0.0,0.0,N,ESF00001,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-13 00:29:49.000,,,,,2023-10-11 00:00:00.000,2123-10-11 00:00:00.000,,,,atadesse,,,,NON VOUCHER PRODUCT,1,N,,,,,,
644.0,Installation Charges,1.0,100.0,L,0.0,,,N,EIC00001,,,installation charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-13 00:29:49.000,,2025-02-28 19:23:59.000,,,2023-10-11 00:00:00.000,2123-10-11 00:00:00.000,,,,atadesse,,,,"",1,N,"","","",,,
645.0,Daily 1 GB,1.0,,L,0.0,0.0,0.0,N,"1027",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-19 09:58:15.000,,,,,2023-10-19 00:00:00.000,2123-10-19 00:00:00.000,,,,atadesse,,,,,,,,,,,,
646.0,"20 GB",1.0,,L,0.0,0.0,0.0,N,"471",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-22 15:48:58.000,,,,,2023-10-22 00:00:00.000,2123-10-22 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
651.0,Daily Unlimited Internet & Onnet+25 Allnet Min,1.0,,L,0.0,0.0,0.0,N,"1173",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-04 11:17:56.000,,,,,2023-12-04 00:00:00.000,2123-12-04 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
652.0,Test SKU Item G,1.0,11.0,P,0.0,0.0,0.0,N,"11",,,device,,,,21.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2023-12-18 16:17:27.000,,,,,2023-12-18 00:00:00.000,2099-12-31 00:00:00.000,,,,aadmin,,,,NON VOUCHER PRODUCT,1,Y,"1","1",,,,
653.0,"4G BI  Monthly Unlimited Data",1.0,,L,0.0,0.0,0.0,N,"1201",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21 18:49:33.000,,,,,2023-12-21 00:00:00.000,2123-12-21 00:00:00.000,,,,atadesse,,,,,,,,,,,,
654.0,Monthly,1.0,,L,0.0,0.0,0.0,N,"1203",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-26 10:02:24.000,,,,,2023-12-26 00:00:00.000,2123-12-26 00:00:00.000,,,,atadesse,,,,,,,,,,,,
655.0,"1TB",1.0,,L,0.0,0.0,0.0,N,"1212",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-05 15:04:32.000,,,,,2024-01-05 00:00:00.000,2124-01-05 00:00:00.000,,,,atadesse,,,,,,,,,,,,
656.0,"35 GB",1.0,,L,0.0,0.0,0.0,N,"497",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-20 15:36:45.000,,,,,2024-02-20 00:00:00.000,2124-02-20 00:00:00.000,,,,pagure1,,,,,,,,,,,,
657.0,"15GB",1.0,,L,0.0,0.0,0.0,N,"454",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-20 17:59:43.000,,,,,2024-02-20 00:00:00.000,2124-02-20 00:00:00.000,,,,pagure1,,,,,,,,,,,,
658.0,"2GB",1.0,,L,0.0,0.0,0.0,N,"491",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-20 18:28:16.000,,,,,2024-02-20 00:00:00.000,2124-02-20 00:00:00.000,,,,pagure1,,,,,,,,,,,,
659.0,Dynamic SIMs allocations (DSA),1.0,0.0,P,0.0,0.0,0.0,Y,ETA00007,,,sim,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2025-01-29 15:59:08.000,,,,,2025-01-29 15:59:08.000,2099-12-31 12:00:01.000,,1,0,erp,,,,Non Voucher Product,1,Y,,,,,,
660.0,"1000 GB for 1 year",1.0,,L,0.0,0.0,0.0,N,"1002",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-25 11:33:35.000,,,,,2024-03-25 00:00:00.000,2124-03-25 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
661.0,"150 MB",1.0,,L,0.0,0.0,0.0,N,"1254",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-16 12:51:02.000,,,,,2024-04-16 00:00:00.000,2124-04-16 00:00:00.000,,,,pagure1,,,,,,,,,,,,
662.0,Daily 400 Mb,1.0,,L,0.0,0.0,0.0,N,"1013",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-25 11:01:38.000,,,,,2024-04-25 00:00:00.000,2124-04-25 00:00:00.000,,,,atadesse,,,,,,,,,,,,
663.0,"2200Mins + 10GB + 100SMS",1.0,,L,0.0,0.0,0.0,N,"643",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-17 06:10:31.000,,,,,2024-06-17 00:00:00.000,2124-06-17 00:00:00.000,,,,pagure1,,,,,,,,,,,,
664.0,Kimem-MiFi OM100,1.0,10.0,P,0.0,0.0,0.0,Y,ETD20157,,,device,,,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-20 12:30:10.000,,,,,2024-06-20 00:00:00.000,2099-12-31 00:00:00.000,,,,aadmin,,,,NON VOUCHER PRODUCT,,Y,"","",,,,
665.0,"500 GB for 180 days",1.0,,L,0.0,0.0,0.0,N,"932",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-28 13:50:36.000,,,,,2024-06-28 00:00:00.000,2124-06-28 00:00:00.000,,,,bbekele,,,,,,,,,,,,
666.0,"200 GB for 90 days",1.0,,L,0.0,0.0,0.0,N,"931",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-02 15:38:47.000,,,,,2024-07-02 00:00:00.000,2124-07-02 00:00:00.000,,,,atadesse,,,,,,,,,,,,
667.0,"4,000 Tele Mins+ 150GB + 50 Tele SMS",1.0,,L,0.0,0.0,0.0,N,"1420",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-05 16:46:52.000,,,,,2024-08-05 00:00:00.000,2124-08-05 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
668.0,"1 GB",1.0,,L,0.0,0.0,0.0,N,"1429",,,crm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-09 16:41:09.000,,,,,2024-08-09 00:00:00.000,2124-08-09 00:00:00.000,,,,qshopuser,,,,,,,,,,,,
